name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
Right Time of the Night,Jennifer Warnes,Jennifer Warnes,2XKMIB0VzXF22pJpBKV6xn,1976,45,173653,0.563,0.551,0.478,0.0,0.159,0.749,-10.149,0.024,93.684,10,4
Lovin' You,Perfect Angel (Deluxe Edition),Minnie Riperton,1sFqKjiXz86m7GLrMeUNCh,1974-08-09,47,238986,0.525,0.92,0.277,8.48e-06,0.0873,0.305,-11.629,0.0431,123.056,9,4
A Love Song,A Love Song,Anne Murray,2ZMVTfvCziy8qzSMgpD8Cz,1974,48,169493,0.511,0.678,0.417,0.0,0.145,0.707,-10.982,0.0307,138.18,7,4
Fallin' in Love (Re-Recorded),When You Were Born 1975,Various Artists,4LUGyzMUXBQdBZsrBxylMZ,2014-03-15,0,180233,0.628,0.504,0.437,1.69e-06,0.129,0.764,-13.217,0.0294,90.277,8,4
Time Passes On,Let There Be Music,Orleans,1MxGA46FSVW2yLvJTGHwr3,1975,37,215693,0.72,0.607,0.372,0.00256,0.123,0.367,-13.033,0.0257,98.756,4,4
City Of Angels,City Of Angels,The Miracles,4gEPgpyjzXjr0jEbaBNTgZ,1975,40,291480,0.376,0.778,0.528,0.0003,0.156,0.335,-6.944,0.0277,148.751,8,4
And I Love You So,I Am Woman,Helen Reddy,5TdYDh8iZMfADN5Lp2tOii,1972,48,243666,0.247,0.867,0.12,0.00642,0.103,0.14,-15.154,0.0329,171.437,7,4
One Less Bell To Answer,Portrait,The 5th Dimension,41WWlhyhixPIVs7s8SYdyB,1970,47,210760,0.398,0.737,0.405,4.97e-05,0.131,0.443,-6.664,0.0258,99.694,11,3
You Are My Friend,Love Songs,Patti LaBelle,0Odo5QFPNT3zPKbGylKM08,2001,29,276560,0.431,0.286,0.522,0.00048,0.102,0.355,-7.73,0.0361,129.959,5,4
I Just Wanna Stop,These Are The Days,Gino Vannelli,14pIl60LfvAB2XMdsDEaqj,2005-01-01,45,220746,0.598,0.395,0.768,5.9e-05,0.0867,0.635,-5.312,0.034,138.996,9,4
Precious and Few,Precious & Few: The Complete Album,Climax,7uuM0HwvCG20e5ttu6ugmP,1972-06-22,47,164653,0.203,0.434,0.401,0.0,0.1,0.17,-12.341,0.0339,201.467,9,4
"Can't Get Enough Of Your Love, Babe",Can't Get Enough,Barry White,3mWpUEBYnv9SIFWfixSJFx,1974-02-15,67,274000,0.729,0.114,0.78,0.106,0.0759,0.795,-7.604,0.0631,111.833,5,4
Love and Other Bruises,Air Supply,Air Supply,7jz7FfrYoEwVcBf1BNbcBb,1976-12-01,26,223493,0.47,0.434,0.515,0.0,0.12,0.13,-11.847,0.0317,115.725,9,4
Sideshow,Blue Magic,Blue Magic,0fopVbPW7N5BK0sOybQCq2,1974,51,251520,0.586,0.837,0.337,0.0,0.628,0.543,-13.165,0.0347,133.229,7,4
The Way We Were - Soundtrack Version,THE WAY WE WERE: Original Soundtrack Recording *,Barbra Streisand,5Bq7fGTTrjWACyQSn6zpRx,1974-01-01,42,231266,0.214,0.986,0.12,0.0204,0.0789,0.0691,-17.4,0.0387,101.713,6,4
I Just Wanna Stop,A&M 50: The Anniversary Collection,Various Artists,5AfP2zlo6PBnlpU3KEGGiO,2012-01-01,0,220013,0.593,0.373,0.791,0.000526,0.236,0.59,-5.106,0.041,139.318,9,4
"Never, Never Gonna Give Ya Up",Stone Gon',Barry White,4At54ImSBL41yWMaudry08,1973-01-01,40,476066,0.509,0.0408,0.814,2.73e-05,0.0668,0.921,-10.11,0.0611,86.786,7,4
Torn Between Two Lovers,Essential Memories Of Love,Various Artists,4VIpspaQ1frWWzTj8suyHR,2010-02-09,51,230426,0.552,0.73,0.343,9.94e-05,0.468,0.48,-12.502,0.0309,132.415,10,4
You Belong to Me,Boys in the Trees,Carly Simon,3pErM4EiWKf3k8KU3jjbXn,1978,50,232666,0.635,0.26,0.661,1.01e-05,0.0906,0.857,-7.848,0.0471,108.975,5,4
(Last Night) I Didn't Get To Sleep At All,Individually & Collectively,The 5th Dimension,6HH6fmHF2YssfVkRmzcjf0,1972-02-19,48,192600,0.671,0.484,0.497,0.0027,0.0893,0.564,-12.53,0.0289,105.117,5,4
Love and Other Bruises,Love And Other Bruises,Air Supply,4rhL7FHD96bQ0N5DR0Dv8u,1977-07-01,18,222813,0.517,0.057,0.326,0.0,0.114,0.323,-14.331,0.0287,117.935,9,4
Sailing,Atlantic Crossing,Rod Stewart,6OuRbvP4PgbuzBIapVzmFJ,1975,67,277960,0.43,0.372,0.374,0.379,0.316,0.191,-9.949,0.0292,128.56,11,4
You Don't Have to Be a Star (To Be In My Show),Pure... 70's Dance Party,Various Artists,5dKs2LWrpnL1BOS0d34kHE,2011-06-03,41,277920,0.655,0.26,0.606,0.0,0.225,0.903,-6.886,0.0243,100.016,6,4
You Light Up My Life,You Light Up My Life,Debby Boone,3dFR132gzO8jxD57R2gid3,1977-07-01,58,216286,0.333,0.831,0.367,1.19e-05,0.262,0.0685,-10.06,0.0291,77.986,2,3
Last Night I Didn't Get to Sleep at All - Remastered 1997,Up-Up And Away: The Definitive Collection,The 5th Dimension,00nCUS4wDMiWZqmpDj1b1S,2006-11-30,38,191466,0.663,0.453,0.58,0.00124,0.0963,0.551,-10.144,0.0269,105.23,5,4
Love Is In The Air,I Hate the Music,John Paul Young,3c4OULLWwgRqBfA2dJtRuY,2009-09-18,67,210293,0.557,0.0254,0.791,0.000269,0.0603,0.89,-7.201,0.0389,122.337,0,4
What You Won't Do for Love,What You Won't Do for Love,Bobby Caldwell,1lB6TCFlx4f50wdetOuGcT,1978-08-19,16,286493,0.642,0.461,0.397,0.000834,0.106,0.798,-16.842,0.0639,84.064,6,4
Don't give up on us,David Soul,David Soul,23IWhAK0cYRwnBT5EE8i3u,1976-01-01,61,218946,0.256,0.74,0.335,0.0166,0.0857,0.415,-13.588,0.0313,198.745,9,4
I Write the Songs,Tryin' To Get The Feeling,Barry Manilow,12FZTFRyd4RBzvKf8RB0zO,1975,51,235800,0.267,0.824,0.417,0.000961,0.087,0.331,-8.79,0.0283,142.595,5,4
It's Sad to Belong - Single Version,Dowdy Ferry Road,England Dan & John Ford Coley,3zqvox7nyhykHe7WS8w9Rm,1977-03,61,173546,0.517,0.374,0.309,2.36e-06,0.102,0.539,-16.463,0.0356,136.209,3,4
You Decorated My Life,Kenny,Kenny Rogers,6SFeCisbYSqaQwL9hucoF2,1979-10-10,59,218133,0.264,0.662,0.307,0.0,0.101,0.153,-12.36,0.0341,172.546,7,4
Lost Without Your Love,The Best of Bread,Bread,78DSnVdZiuakQPwV0ler7s,1973-06-01,52,176853,0.257,0.652,0.325,1.58e-05,0.118,0.196,-11.119,0.029,146.367,10,4
Get Closer,Get Closer,Seals and Crofts,5Eq0mobXSnyWu1dpE6lSdY,1976,54,238146,0.653,0.434,0.437,6.74e-05,0.0689,0.63,-12.641,0.028,96.469,2,4
(Love Is) Thicker Than Water,Flowing Rivers,Andy Gibb,3jdBf1cJ2QmTzNUixplppA,1977-01-01,46,255960,0.582,0.137,0.462,4.98e-05,0.0755,0.528,-9.882,0.0254,96.361,6,4
I'll Never Love This Way Again,Dionne (Expanded Edition),Dionne Warwick,4V3AGIIQeJoBUPaTCLiscB,1979-01-01,63,211920,0.35,0.219,0.371,0.0,0.151,0.21,-10.538,0.0319,131.603,11,4
I Honestly Love You,Hopelessly Devoted: The Hits,Olivia Newton-John,2iTpAjIM15wHKpV36xKG1e,2018-06-08,46,217665,0.357,0.968,0.174,5.52e-05,0.115,0.145,-12.977,0.0334,131.497,10,4
Touch Me In The Morning - First Pressing Single Version,Touch Me In The Morning (Expanded Edition),Diana Ross,57pG9UVXGG8JcIdAVBXYAM,1973-06-22,42,233106,0.439,0.226,0.537,1.91e-06,0.111,0.586,-8.676,0.0326,137.067,6,4
I Go Crazy,"Singer of Songs, Teller of Tales",Paul Davis,08kvJTpcthAvvvW0BAcGHN,1977-03-17,55,233893,0.534,0.259,0.457,0.0004,0.203,0.271,-8.66,0.0266,140.798,4,4
Sad Eyes - Remastered,Classic Masters,Robert John,3w3rLh6wmne91BS2rwgcog,2002,57,253213,0.431,0.599,0.463,0.00282,0.132,0.687,-7.342,0.0268,107.19,0,3
I'm In You,I'm In You,Peter Frampton,03zB9duFz1JqLxAIYvGdac,1977-05-28,55,250000,0.33,0.147,0.494,4.94e-06,0.137,0.143,-7.16,0.0278,98.478,0,4
Love So Right,Children Of The World,Bee Gees,2rVxsVGLFssDfM5B9BUL0K,1976-01-01,55,215493,0.575,0.345,0.405,5.91e-05,0.645,0.558,-13.346,0.0279,80.983,4,4
You Are Everything,The Stylistics,The Stylistics,3Nciyx5OTBo8XVRFYt3FV1,1971-01-01,0,177093,0.516,0.843,0.559,0.0,0.431,0.685,-9.425,0.0367,142.207,2,4
Have You Ever Seen The Rain,Pendulum (40th Anniversary Edition),Creedence Clearwater Revival,2LawezPeJhN4AWuSB0GtAU,1970-12-07,80,160133,0.741,0.0664,0.697,2.28e-05,0.133,0.774,-7.028,0.0277,116.109,0,4
Midnight Rider,Idlewild South (Deluxe Edition Remastered),Allman Brothers Band,1hHGUdFaiJHw9hVZGJWYO2,1970-09-18,70,180066,0.585,0.209,0.532,0.00797,0.227,0.68,-9.673,0.0268,94.461,7,4
What Is Life - Remastered 2014,All Things Must Pass (Remastered 2014),George Harrison,76TpWFiK5YCgw1hy26DWZp,1970-11-27,66,264413,0.468,0.00654,0.833,0.000332,0.326,0.884,-5.847,0.0324,131.248,4,4
Summertime Blues [Single B Side] - Bonus Track,T. Rex (Expanded Edition),T. Rex,6eyDe7S6xAwfqJN6ZcRWOg,1970-12-18,13,164026,0.731,0.724,0.754,0.0561,0.307,0.868,-9.365,0.0329,130.866,10,4
Jewel Eyed Judy - 2018 Remaster,Kiln House,Fleetwood Mac,57jPG8TAQGEZCxLraVWdEV,1970-09-18,43,199373,0.542,0.717,0.194,0.000262,0.066,0.381,-16.503,0.0308,90.239,9,4
I Me Mine - Remastered 2009,Let It Be (Remastered),The Beatles,2BMqay80iBzZTa608Y1eG1,1970-05-08,54,145586,0.291,0.179,0.638,0.0,0.101,0.525,-7.854,0.0554,185.235,9,3
Come Together,Come Together,Ike & Tina Turner,4XHuEHpj3YJIA5NGt7iyCh,1970-05-08,40,223306,0.758,0.694,0.131,0.0133,0.141,0.257,-21.955,0.0575,78.554,3,4
Child in Time - 1995 Remaster,Deep Purple in Rock (Anniversary Edition),Deep Purple,573Z2Dty5epeNgKsgoDOlr,1970-06-03,55,613440,0.344,0.0167,0.497,0.453,0.108,0.356,-9.295,0.0366,127.707,9,4
Paranoid,Paranoid (2009 Remastered Version),Black Sabbath,1jzDzZWeSDBg5fhNc3tczV,1970-09-18,78,168440,0.429,7.85e-05,0.631,0.00411,0.175,0.376,-11.514,0.0769,162.734,4,4
Let's Work Together,Future Blues (Expanded Edition),Canned Heat,4GAqWEmxzMZDZ1T0NFHqKG,1970-08-03,56,170120,0.76,0.123,0.702,1.38e-06,0.0807,0.885,-12.382,0.0362,118.783,0,4
Oye Como Va,Abraxas,Santana,5u6y4u5EgDv0peILf60H5t,1970-09-23,66,256933,0.736,0.301,0.379,0.345,0.104,0.948,-13.208,0.0539,128.399,7,4
After Midnight,Eric Clapton,Eric Clapton,27mdmXNcO0gNpXlrWi9DPZ,1970-08-01,49,171013,0.617,0.0985,0.664,0.0,0.203,0.931,-11.701,0.0345,127.021,0,4
My Sweet Lord - 2020 Mix,All Things Must Pass (50th Anniversary/Super Deluxe),George Harrison,0SESMeut7QCvKdJLB6pHLM,2021-08-06,55,279106,0.539,0.169,0.74,0.0,0.128,0.688,-7.874,0.0298,120.853,6,4
Station Man,Kiln House,Fleetwood Mac,2vzEaWwBEOSIBcJ5r7joEG,1970-09-18,39,351933,0.758,0.081,0.306,0.124,0.0643,0.713,-16.445,0.044,120.099,2,4
Run Through The Jungle,Cosmo's Factory (Expanded Edition),Creedence Clearwater Revival,6J0AjzrYsPZrQtw6IjErhy,1970-07-25,67,184746,0.641,0.0474,0.612,0.0588,0.102,0.854,-8.307,0.0361,136.413,2,4
Black Night - 1995 Remaster,Deep Purple in Rock (Anniversary Edition),Deep Purple,2c1ccPqUnFYD8W7LY65bKG,1970-06-03,54,209400,0.507,0.0546,0.886,0.363,0.0919,0.826,-8.889,0.0873,134.719,9,4
Have You Ever Loved A Woman?,Layla And Other Assorted Love Songs (Remastered 2010),Derek & The Dominos,2ROJOb98GorxStuOuZWcGd,1970-11-01,56,412960,0.303,0.642,0.648,0.053,0.407,0.644,-6.795,0.0512,170.379,0,3
In Memory Of Elizabeth Reed,Idlewild South (Deluxe Edition Remastered),Allman Brothers Band,23KUlJNvJmKrRVmo3XBvxM,1970-09-18,48,419093,0.376,0.062,0.755,0.869,0.057,0.793,-10.266,0.0327,113.857,9,4
War,War And Peace,Edwin Starr,4ZEEcEMGjkWOfZNBcIB9yE,1970-01-01,62,200266,0.59,0.0939,0.671,0.0,0.248,0.736,-12.484,0.154,109.333,1,4
Ride Captain Ride,Open (US Internet Release),Blues Image,1d9hUvkv64Wmdu671Dydpc,1970,54,225560,0.547,0.136,0.655,0.00737,0.116,0.649,-11.707,0.0414,125.545,2,4
Sin's A Good Man's Brother - Remastered 2002,Closer To Home (Expanded Edition),Grand Funk Railroad,6pWvauh3ksqTynfxV2WyIb,1970,48,291178,0.338,0.00774,0.726,0.0821,0.169,0.157,-6.804,0.0317,85.397,9,4
Come And Get It - Remastered 2010,Magic Christian Music (Remastered 2010 / Deluxe Edition),Badfinger,0wb21I1NV5uVUolRXIqlJF,1970-01-09,56,143213,0.616,0.0285,0.629,1.32e-06,0.208,0.606,-6.9,0.0263,94.004,8,4
Funk #49,Rides Again,James Gang,5h6SovHOYpIMlAkafxcbq3,1970-01-01,62,246293,0.652,0.0398,0.94,0.782,0.0567,0.72,-7.927,0.0776,91.242,2,4
I've Got A Feeling - Remastered 2009,Let It Be (Remastered),The Beatles,3gwRWIbr5ycEVLIAXrWaw7,1970-05-08,57,217560,0.44,0.0715,0.609,0.0,0.582,0.364,-8.824,0.0358,165.156,2,4
Hey Tonight,Pendulum (40th Anniversary Edition),Creedence Clearwater Revival,3UrGEZVC2bbMfVcI0DGOlB,1970-12-07,58,162853,0.709,0.0284,0.78,0.0839,0.185,0.691,-7.315,0.0323,128.826,4,4
I Hear You Knocking,I Hear You Knocking,Dave Edmunds,2uE5JDb0ZJsJkzZ8gvL5jw,1997-02-17,50,167786,0.528,0.0198,0.445,0.000384,0.0766,0.97,-12.075,0.0482,206.361,6,4
Iron Man,Paranoid (2009 Remastered Version),Black Sabbath,0TI8TP4FitVPoEHPTySx48,1970-09-18,70,354773,0.332,0.00367,0.769,0.00413,0.0372,0.525,-11.503,0.0765,157.378,9,4
Roadhouse Blues,Morrison Hotel,The Doors,1Q5kgpp4pmyGqPwNBzkSrw,1970-02-09,69,243826,0.623,0.336,0.633,4.6e-05,0.147,0.895,-8.212,0.0304,121.119,9,4
Cracklin' Rosie - Single Version,Tap Root Manuscript,Neil Diamond,5pkd9ib1RgbkAd1R9bIOCa,1970,63,179933,0.562,0.319,0.503,0.0,0.163,0.846,-14.836,0.0335,127.827,1,4
Since I've Been Loving You - Remaster,Led Zeppelin III (Remaster),Led Zeppelin,1SDiiE3v2z89VxC3aVRKHQ,1970,61,444148,0.393,0.0021,0.364,0.0703,0.121,0.308,-10.945,0.0345,118.566,5,3
Get Back - Remastered 2009,Let It Be (Remastered),The Beatles,4MLBqAEzNN89o2M9h92Z26,1970-05-08,65,189386,0.761,0.492,0.592,0.00626,0.61,0.332,-9.836,0.0586,123.095,2,4
Junk - Remastered 2011,McCartney,Paul McCartney,4zkVFDUVmZpib8E1z4c4Sa,1970-04-17,50,115293,0.712,0.814,0.0862,0.000259,0.191,0.315,-17.696,0.0325,90.666,9,3
Peace Frog,Morrison Hotel,The Doors,5piJiL6aRhvrKBa9YuEfS9,1970-02-09,64,170132,0.641,0.16,0.725,0.00321,0.648,0.808,-7.376,0.039,112.529,7,4
Travelin' Band,Cosmo's Factory (Expanded Edition),Creedence Clearwater Revival,0INUNNYfsp4qr6kJdY46mY,1970-07-25,61,127493,0.513,0.0166,0.92,0.0282,0.178,0.963,-6.664,0.0511,166.186,6,4
Black Magic Woman - Single Version,Santana's Greatest Hits,Santana,4YMQXzscifAREG0a7KNGhB,1969,64,196466,0.489,0.676,0.349,0.0789,0.0866,0.622,-14.295,0.0323,124.348,2,4
Wah-Wah - Remastered 2014,All Things Must Pass (Remastered 2014),George Harrison,5LeB999d5zGavmLn8zxExw,1970-11-27,51,337760,0.36,0.00151,0.891,0.185,0.291,0.604,-5.875,0.0341,96.39,9,4
This Time Tomorrow,"Lola Versus Powerman and the Moneygoround, Pt. One",The Kinks,1LjPCQHkAYnJbQUgSoHaye,1970-11-27,52,201426,0.395,0.276,0.814,0.00375,0.224,0.747,-7.61,0.052,128.944,4,4
Every Night - Remastered 2011,McCartney,Paul McCartney,3YyUft6cq4Hy1swCCfBTju,1970-04-17,37,153413,0.605,0.588,0.404,0.00143,0.104,0.867,-12.366,0.0256,94.285,4,4
Lookin' Out My Back Door,Cosmo's Factory (Expanded Edition),Creedence Clearwater Revival,3RTUfvRgq3pYTf7XY0FIcS,1970-07-25,68,152453,0.745,0.188,0.656,0.00337,0.0941,0.858,-6.393,0.0405,105.318,10,4
Immigrant Song - Remaster,Led Zeppelin III (Remaster),Led Zeppelin,78lgmZwycJ3nzsdgmPPGNx,1970,76,146250,0.564,0.013,0.932,0.169,0.349,0.619,-10.068,0.0554,112.937,11,4
War Pigs,Paranoid (2009 Remastered Version),Black Sabbath,0W35nxtHtFlseSojmygEsf,1970-09-18,67,474400,0.464,0.116,0.612,0.00559,0.171,0.496,-12.019,0.0591,91.499,9,4
All Right Now,Fire And Water,Free,1gcESexgftSuLuML57Y69q,1970-06-26,74,330643,0.787,0.221,0.472,0.000336,0.153,0.824,-12.824,0.0832,120.059,2,4
Almost Cut My Hair,Deja Vu,"Crosby, Stills, Nash & Young",0gCJkpD0RhF2rjiALLHBQL,1970-03-11,16,269173,0.47,0.183,0.471,0.00927,0.164,0.574,-10.484,0.0437,136.828,7,4
Let It Be - Remastered 2009,Let It Be (Remastered),The Beatles,7iN1s7xHE4ifF5povM6A48,1970-05-08,76,243026,0.443,0.631,0.403,0.0,0.111,0.41,-8.339,0.0322,143.462,0,4
I'd Have You Anytime - Remastered 2014,All Things Must Pass (Remastered 2014),George Harrison,0wZuvGn7nZbKoyKOlwZQMF,1970-11-27,56,177426,0.556,0.741,0.345,0.0061,0.103,0.245,-11.176,0.0264,139.53,7,4
Long As I Can See The Light,Cosmo's Factory (Expanded Edition),Creedence Clearwater Revival,4Sk6QA0RoRqZ3Hg9TlAX4X,1970-07-25,63,210866,0.707,0.35,0.407,0.000253,0.0564,0.532,-7.045,0.0373,127.252,11,4
Signs,Absolutely Right - The Best Of Five Man Electrical Band,Five Man Electrical Band,5KWXi2eCYsC6ofIILjvG4V,2009-01-01,51,241693,0.446,0.243,0.731,0.0,0.0935,0.723,-10.302,0.0519,153.672,2,4
Ride A White Swan,Get It On: The Collection,T. Rex,4JzqDlNhjxxZ3oQcfXhS6q,2011-01-01,43,131986,0.317,0.775,0.455,0.0131,0.0938,0.83,-7.647,0.0341,147.557,1,4
Rock and Roll - Full Length Version; 2015 Remaster,Loaded: Re-Loaded 45th Anniversary Edition,The Velvet Underground,1o6DclZHw0HomxXEQR1ijX,1970,57,283000,0.494,0.00401,0.735,3.14e-06,0.544,0.742,-8.347,0.0345,132.526,5,4
Isn't It A Pity - Remastered 2014,All Things Must Pass (Remastered 2014),George Harrison,25fDeVbN8AYWRriJfutwaG,1970-11-27,53,430866,0.211,0.00212,0.653,0.106,0.0605,0.285,-7.638,0.0264,73.393,7,4
Mama Told Me (Not To Come) - Single Version,It Ain't Easy,Three Dog Night,1CAO7hiNOxJRPW4nFv2aRO,1970-01-01,63,198933,0.673,0.373,0.673,0.0265,0.206,0.825,-13.941,0.0493,119.994,1,4
Let It Rain,Eric Clapton,Eric Clapton,7DiaNCPgH5dJ1cJ925jTAA,1970-08-01,52,301266,0.442,0.111,0.616,0.00321,0.0993,0.746,-11.417,0.0294,122.267,2,4
Spill the Wine,Anthology 1970-1974,War,0wva7TtE4QUkKtnMHP9BpT,1994-10-18,56,246333,0.818,0.471,0.475,0.0,0.0943,0.902,-12.88,0.0708,120.378,2,4
Up Around The Bend,Cosmo's Factory (Expanded Edition),Creedence Clearwater Revival,36gPq8WG7tDxrblyGVUCiT,1970-07-25,71,161466,0.589,0.0606,0.85,0.779,0.274,0.813,-6.143,0.0343,130.318,2,4
Who Loves the Sun - 2015 Remaster,Loaded: Re-Loaded 45th Anniversary Edition,The Velvet Underground,1rJi8cf8OWsrX4CqBnMSoQ,1970,54,166213,0.441,0.326,0.568,0.0,0.368,0.721,-8.833,0.0298,130.131,4,4
If Not For You - Remastered 2014,All Things Must Pass (Remastered 2014),George Harrison,7ykaUgkdQWJLsMuOymTV2A,1970-11-27,60,210720,0.607,0.219,0.755,0.00399,0.082,0.867,-6.886,0.0317,116.119,7,4
Layla,Layla And Other Assorted Love Songs (Remastered 2010),Derek & The Dominos,2kkvB3RNRzwjFdGhaUA0tz,1970-11-01,75,423840,0.404,0.577,0.902,0.297,0.287,0.497,-3.88,0.0665,115.669,1,4
That's the Way - Remaster,Led Zeppelin III (Remaster),Led Zeppelin,1ZUv3ISx2nFaz0JimVdcoT,1970,55,337109,0.245,0.673,0.328,0.0,0.138,0.102,-11.553,0.0377,86.926,6,4
Working Class Hero - Remastered 2010,Plastic Ono Band,John Lennon,1yKQBy7olMIqRpziyAzf8c,1970-12-11,58,227933,0.484,0.728,0.165,1.19e-06,0.115,0.193,-18.568,0.0498,159.174,7,3
The Boxer,Bridge Over Troubled Water,Simon & Garfunkel,76TZCvJ8GitQ2FA1q5dKu0,1970-01-26,70,308520,0.439,0.702,0.488,0.000339,0.16,0.629,-14.464,0.0615,93.017,11,4
Listen to the Music,Toulouse Street,The Doobie Brothers,7Ar4G7Ci11gpt6sfH9Cgz5,1972,74,227266,0.645,0.221,0.598,3.53e-06,0.0721,0.913,-13.18,0.0335,105.929,1,4
Heart of Gold - 2009 Remaster,Harvest (2009 Remaster),Neil Young,1Q1b8eVkUPGlpSArl8JAVw,1972-02-14,25,187013,0.541,0.189,0.459,0.0274,0.099,0.803,-10.433,0.0297,171.165,4,4
Highway Star - Remastered 2012,Machine Head (Remastered),Deep Purple,3uMmllZo1AfoEnVT4ENCD3,1972-03-25,66,366136,0.307,0.135,0.909,0.0336,0.125,0.443,-7.08,0.0574,173.674,9,4
Ziggy Stardust - 2012 Remaster,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),David Bowie,5IyL3XOaRPpTgxVjRIAxXU,1972-06-06,64,193880,0.515,0.0478,0.554,0.0,0.219,0.509,-11.616,0.0784,80.146,7,4
Poppa Joe,"Funny Funny, How Sweet Co Co Can Be",Sweet,1GyQrKyK660LcFW1iPnneq,1971-11-27,50,186813,0.745,0.0295,0.887,0.018,0.103,0.936,-5.604,0.0568,106.047,1,4
Francine,Rio Grande Mud,ZZ Top,1dzfGr4PZ5npvdv6DWvycB,1972-04-04,40,213600,0.502,0.331,0.765,0.00543,0.177,0.408,-9.805,0.0336,127.293,0,4
I Know - 2008 Remaster,Give It Up (2008 Remaster),Bonnie Raitt,5lV9iUQzwQWo1gZMGjkeGl,1972,36,227666,0.621,0.357,0.839,0.00653,0.228,0.872,-6.379,0.0427,108.04,2,4
"Hi, Hi, Hi",Pure McCartney (Deluxe Edition),Paul McCartney,6VvC0CkBmCy1XG9MOyqUIk,2016-06-10,34,189693,0.534,0.0253,0.532,3.67e-05,0.0855,0.68,-10.922,0.0536,132.966,1,4
High Time We Went,Joe Cocker's Greatest Hits,Joe Cocker,0SWmAqon9uC08v2Tfp8rqt,1977-11-01,38,268226,0.718,0.0424,0.531,2.23e-05,0.0911,0.961,-13.11,0.0297,124.299,9,4
Song Sung Blue - Single Version,Moods,Neil Diamond,4FZ8wtTaOAbYvyChBt4GEQ,1972-07-15,55,195160,0.556,0.467,0.327,1.32e-05,0.318,0.327,-15.612,0.0311,108.913,0,4
Hello Mary Lou,Mardi Gras,Creedence Clearwater Revival,01QwobyKNu7WRCVuTQbRDN,1972-04-11,52,132866,0.648,0.0355,0.54,4.12e-06,0.0386,0.963,-12.563,0.0326,103.454,9,4
The Luck Of The Irish - Remastered 2010,Sometime In New York City,John Lennon,4BC6olCmpkr5llu4SzsRq6,1972-06-12,33,179676,0.449,0.386,0.468,0.0,0.146,0.637,-10.201,0.0272,143.181,7,3
When A Blind Man Cries - Remastered,Machine Head (Remastered),Deep Purple,0JtcFIgrkSagrM5JdFakeO,1972-03-25,56,209246,0.52,0.843,0.274,0.0165,0.0724,0.222,-10.661,0.0363,64.21,11,4
Mama Weer All Crazee Now,Slayed? (Expanded),Slade,2Gp23sr178DBntGtqKnJez,1972-11-01,40,225000,0.422,0.0113,0.955,0.0458,0.107,0.27,-4.73,0.101,138.038,7,4
Easy Livin',Demons and Wizards (Deluxe Edition),Uriah Heep,6qn5Ysxo9H4z4QgEvwg1SK,1972-05-19,0,156626,0.261,8e-06,0.836,0.343,0.279,0.462,-7.243,0.0963,160.567,9,4
Wig Wam Bam,"Funny Funny, How Sweet Co Co Can Be",Sweet,1rC4qPMZkxNeWzAlsG0dFH,1971-11-27,47,181720,0.684,0.0323,0.887,0.000288,0.0716,0.621,-4.967,0.109,126.567,4,4
Just Got Paid,Rio Grande Mud,ZZ Top,7bNFkCSO1ofu3uzr6voY7T,1972-04-04,57,267480,0.567,0.29,0.687,0.426,0.121,0.625,-10.536,0.0435,99.93,9,4
Woman To Woman,Classics (Vol.4),Joe Cocker,0ELfmuIf68BQeGeHseSFjt,1987-03-01,45,268240,0.718,0.0744,0.318,0.002,0.0633,0.884,-14.937,0.0667,181.088,1,4
Late Again,Stealers Wheel,Stealers Wheel,3OXpLyn8M0fbUBvnyhxF6I,1972-01-01,41,196453,0.57,0.066,0.195,0.000616,0.0937,0.397,-10.679,0.0331,117.084,10,3
Smoke On The Water - Remastered 2012,Machine Head (Remastered),Deep Purple,5MMnwYs0hIxkENRsbkWJ2G,1972-03-25,73,340742,0.598,0.13,0.676,0.225,0.112,0.805,-9.211,0.0279,114.169,0,4
Sweet Hitch-Hiker,Mardi Gras,Creedence Clearwater Revival,0UOguLYTbPVXplQwFBpaDH,1972-04-11,52,177266,0.58,0.0316,0.849,0.0405,0.341,0.929,-11.664,0.0325,142.706,2,4
Love Has No Pride - 2008 Remaster,Give It Up (2008 Remaster),Bonnie Raitt,5IaEafAl7QJbxu9DG1usyb,1972,39,228640,0.449,0.3,0.17,0.003,0.0909,0.165,-17.903,0.0292,76.606,9,3
Can't Keep It In,Catch Bull At Four,Yusuf / Cat Stevens,1djonDGMaLUqG4UD41P3iw,1972-01-01,51,179666,0.622,0.105,0.819,1.2e-05,0.27,0.773,-7.87,0.0455,78.9,9,4
Your Mama Don't Dance,The Best: Loggins & Messina Sittin' In Again,Loggins & Messina,6rxUq1D3nrvJnipbtb1oMG,1971,56,167520,0.545,0.0471,0.816,1.18e-05,0.163,0.962,-7.37,0.0343,146.211,0,4
Lazy - Remastered 2012,Machine Head (Remastered),Deep Purple,27WqFiOFm2u1hax2ksdyqK,1972-03-25,50,442840,0.32,0.371,0.732,0.622,0.2,0.458,-9.957,0.0666,188.02,5,4
I'd Love You to Want Me,Of A Simple Man,Lobo,71CXzHYYOyNqgtVFpNdeCS,1972,66,247640,0.431,0.122,0.543,0.000123,0.0598,0.44,-9.96,0.0394,77.507,10,4
